TripID,DepartureLocationCountry,DepartureLocationCity,ArrivalLocationCountry,ArrivalLocationCity,Purpose,OutOfPolicy,EntitiyCode,EmployeeNumber,BusinessUnit,HotelNights,NetCosts,Transportation_CO2e,Hotel_CO2e,Spend_CO2e
9202,BR,São Paulo,US,Miami,Enablement,No,7000,M1060-M5445,Sales,4,2836.0,1862.2934,64.4,943.4244
9203,BR,São Paulo,US,Miami,Conference/Exhibition,No,8000,M1060-M5458,Operations,2,2076.0,1862.2934,32.2,953.3901
9204,AU,Sydney,US,Los Angeles,Customer Visit,Yes,10000,M1060-M5459,Ecosystem,1,10649.0,9908.699,16.1,12429.7608
9205,US,New York,MX,Mexico City,Conference/Exhibition,No,10000,M1060-M5459,Services,4,1257.0,991.128,77.2,528.1017
9206,ZA,Cape Town,ZA,Johannesburg,Conference/Exhibition,No,6000,M1060-M5460,Office Management,3,868.0,565.2694,154.2,803.1379
9207,BR,São Paulo,ZA,Johannesburg,Internal Business Trip,No,10000,M1060-M5467,Services,6,2088.0,2107.427,308.4,900.9038
9208,AU,Sydney,CN,Beijing,Conference/Exhibition,No,9000,M1060-M5472,Executive Management,1,1637.0,2554.4790000000003,53.5,1878.6739
9209,AU,Sydney,SG,Singapore,Internal Business Trip,No,7000,M1060-M5481,Sales,2,1631.0,1782.9322,49.0,1275.648
9210,AU,Sydney,CN,Beijing,Internal Business Trip,No,8000,M1060-M5483,Marketing,2,1905.0,2554.4790000000003,107.0,1980.7137
9211,AU,Sydney,CN,Beijing,Customer Visit,No,8000,M1060-M5484,Marketing,3,1883.0,2554.4790000000003,160.5,1766.6706
9212,BR,São Paulo,US,Miami,Partner Visit,No,9000,M1060-M5486,Sales,1,1430.0,1862.2934,16.1,740.1231
9213,AU,Sydney,DE,Frankfurt,Customer Visit,No,7000,M1060-M5491,Customer Support,1,2038.0,4883.3882,13.2,2249.4339
9214,CN,Beijing,RU,Moscow,Conference/Exhibition,Yes,10000,M1060-M5492,Sales,3,5060.0,4760.8986,72.6,6834.2126
9215,BR,São Paulo,AR,Buenos Aires,Partner Visit,No,10000,M1060-M5497,Ecosystem,1,956.0,502.4644,56.0,550.7738
9216,DE,Berlin,ES,Madrid,Internal Business Trip,No,7000,M1060-M5498,Sales,3,753.43,986.7558,21.0,9.8986
9217,ZA,Cape Town,ZA,Johannesburg,Enablement,No,9000,M1060-M5498,Sales,3,550.0,376.8716,154.2,262.755
9218,BR,São Paulo,JP,Tokyo,Conference/Exhibition,Yes,10000,M1060-M5509,Customer Support,5,16808.0,16522.9196,195.0,20247.0423
9219,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,10000,M1060-M5510,Sales,4,2853.0,4695.2446,52.8,2555.5249
9220,AU,Sydney,DE,Frankfurt,Customer Visit,No,6000,M1060-M5512,Ecosystem,5,3145.0,4725.91,66.0,3086.4698
9221,AU,Sydney,SG,Singapore,Conference/Exhibition,No,9000,M1060-M5513,Customer Support,5,2386.0,1782.9322,122.5,892.4732
9222,AU,Sydney,US,Los Angeles,Customer Visit,No,8000,M1060-M5513,Sales,1,2469.0,3416.9176,16.1,2606.5501
9223,BR,São Paulo,US,Miami,Conference/Exhibition,No,7000,M1060-M5513,Services,4,6676.0,5400.4536,64.4,3602.951
9224,AU,Sydney,CN,Beijing,Customer Visit,No,7000,M1060-M5513,Sales,1,1280.0,2539.644,53.5,1352.5233
9225,BR,São Paulo,US,Miami,Internal Business Trip,No,7000,M1060-M5516,Marketing,1,1490.0,1862.2934,16.1,793.9381
9226,US,New York,MX,Mexico City,Conference/Exhibition,No,7000,M1060-M5516,Marketing,5,1581.0,991.128,96.5,565.9358
9227,BR,São Paulo,ZA,Johannesburg,Conference/Exhibition,No,10000,M1060-M5516,Sales,3,2079.0,2107.427,154.2,1120.1504
9228,CN,Beijing,IN,New Delhi,Partner Visit,Yes,7000,M1060-M5517,Marketing,3,3543.0,3130.2438,176.7,4587.5667
9229,BR,São Paulo,US,Miami,Internal Business Trip,No,10000,M1060-M5518,Sales,3,5337.0,5400.4536,48.3,2863.4923
9230,AU,Sydney,SG,Singapore,Internal Business Trip,No,9000,M1060-M5520,Services,3,1949.0,1782.9322,73.5,1284.0563
9231,BR,São Paulo,US,Miami,Internal Business Trip,Yes,6000,M1060-M5523,Customer Support,2,6609.0,5400.4536,32.2,3997.5947
9232,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,7000,M1060-M5530,Customer Support,3,2824.0,4725.91,39.6,3017.5219
9233,AU,Sydney,US,Los Angeles,Customer Visit,No,6000,M1060-M5533,Legal,3,2999.0,3416.9176,48.3,2463.6103
9234,CN,Beijing,RU,Moscow,Customer Visit,No,9000,M1060-M5536,Marketing,2,1406.0,1641.749,48.4,1643.2858
9235,BR,São Paulo,ZA,Johannesburg,Customer Visit,No,7000,M1060-M5541,Marketing,2,2003.0,2107.427,102.8,1184.5955
9236,AU,Sydney,SG,Singapore,Internal Business Trip,No,6000,M1060-M5549,Value Engineering,2,5817.0,5170.3148,49.0,6294.158
9237,US,New York,CA,Toronto,Conference/Exhibition,No,6000,M1060-M5549,Ecosystem,4,2012.0,248.5826,29.6,831.5631
9238,CN,Beijing,RU,Moscow,Internal Business Trip,No,8000,M1061-M5001,Marketing,4,1450.0,1641.749,96.8,1345.957
9239,AU,Sydney,SG,Singapore,Conference/Exhibition,No,10000,M1061-M5007,Operations,3,1851.0,1782.9322,73.5,1079.8565
9240,DE,Berlin,FR,Paris,Customer Visit,No,8000,M1061-M5008,Marketing,4,2176.0,392.5254,26.8,324.0936
9241,BR,São Paulo,ZA,Johannesburg,Customer Visit,No,8000,M1061-M5015,Sales,4,1907.0,2107.427,205.6,963.3559
9242,AU,Sydney,AU,Perth,Customer Visit,No,10000,M1061-M5016,Marketing,3,937.0,971.6856,105.0,535.7241
9243,AU,Sydney,AU,Brisbane,Conference/Exhibition,No,8000,M1061-M5020,Operations,2,550.0,223.2116,70.0,288.282
9244,AU,Sydney,SG,Singapore,Conference/Exhibition,No,10000,M1061-M5026,Engineering,1,4587.0,5170.3148,24.5,5167.4556
9245,CN,Beijing,RU,Moscow,Conference/Exhibition,Yes,9000,M1061-M5027,Operations,2,5203.0,4760.8986,48.4,7189.5568
9246,DE,Berlin,GB,London,Enablement,Yes,6000,M1061-M5030,Value Engineering,1,707.0,427.4834,10.4,208.5039
9247,CN,Beijing,AU,Sydney,Conference/Exhibition,No,10000,M1061-M5034,Sales,4,2260.0,2554.4790000000003,140.0,1985.5766
9248,AU,Sydney,US,Los Angeles,Conference/Exhibition,No,8000,M1061-M5035,Legal,2,2653.0,3416.9176,32.2,2462.4091
9249,DE,Berlin,IT,Rome,Customer Visit,No,9000,M1061-M5055,Value Engineering,6,1933.0,349.1932,85.8,110.0591
9250,AU,Sydney,US,Los Angeles,Conference/Exhibition,No,9000,M1061-M5058,Value Engineering,4,3188.0,3416.9176,64.4,2242.5941
9251,DE,Berlin,ES,Madrid,Customer Visit,Yes,8000,M1061-M5061,Sales,3,1249.0,823.1354,21.0,329.0712
9252,BR,São Paulo,ZA,Johannesburg,Customer Visit,No,10000,M1061-M5062,Marketing,2,1595.0,2107.427,102.8,906.2189
9253,BR,São Paulo,US,Miami,Customer Visit,No,9000,M1061-M5064,Sales,3,2417.0,1862.2934,48.3,933.4586
9254,AU,Sydney,US,Los Angeles,Enablement,No,10000,M1061-M5065,Ecosystem,3,3256.0,3416.9176,48.3,2731.4724
9255,US,New York,CA,Toronto,Conference/Exhibition,No,6000,M1061-M5069,Executive Management,3,1897.0,248.5826,22.2,875.7029
9256,US,New York,CA,Toronto,Internal Business Trip,No,10000,M1061-M5078,Sales,1,338.22,357.0808,7.4,9.4035
9257,AU,Sydney,AU,Perth,Conference/Exhibition,Yes,7000,M1061-M5081,Value Engineering,4,2969.0,1457.43,140.0,2772.3123
9258,US,New York,CA,Toronto,Internal Business Trip,No,9000,M1061-M5083,Marketing,3,1715.0,248.5826,22.2,723.5781
9259,MX,Mexico City,US,Miami,Internal Business Trip,Yes,7000,M1061-M5084,Marketing,3,1308.0,608.0284,48.3,289.7159
9260,AU,Sydney,DE,Frankfurt,Customer Visit,No,8000,M1061-M5085,Engineering,3,2303.0,4695.2446,39.6,2156.4465
9261,BR,São Paulo,ZA,Johannesburg,Customer Visit,No,7000,M1061-M5098,Sales,1,5226.0,6111.3152,51.4,3385.0333
9262,US,New York,FR,Paris,Internal Business Trip,No,9000,M1061-M5098,Customer Support,2,7829.0,4811.769,13.4,5641.2294
9263,DE,Berlin,FR,Paris,Customer Visit,No,6000,M1061-M5103,Value Engineering,6,2430.0,261.7012,40.2,86.2775
9264,US,New York,MX,Mexico City,Customer Visit,Yes,6000,M1061-M5105,Value Engineering,1,835.0,991.128,19.3,521.796
9265,ZA,Cape Town,ZA,Johannesburg,Conference/Exhibition,No,10000,M1061-M5106,Sales,5,742.0,376.8716,257.0,312.3314
9266,AU,Sydney,NZ,Auckland,Conference/Exhibition,No,6000,M1061-M5109,Value Engineering,6,1691.0,640.171,62.4,693.0781
9267,CN,Beijing,IN,New Delhi,Customer Visit,No,9000,M1061-M5114,Office Management,2,1074.0,1079.4338,117.8,1211.0712
9268,AU,Sydney,US,Los Angeles,Customer Visit,No,10000,M1061-M5114,Ecosystem,2,10564.0,9908.699,32.2,11891.6343
9269,US,New York,MX,Mexico City,Conference/Exhibition,No,7000,M1061-M5119,Sales,2,853.0,991.128,38.6,396.4704
9270,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,8000,M1061-M5122,Legal,6,3182.0,4695.2446,79.2,2491.8641
9271,US,New York,FR,Paris,Internal Business Trip,Yes,7000,M1061-M5122,Marketing,6,9241.0,4811.769,40.2,5712.1685
9272,CN,Beijing,IN,New Delhi,Internal Business Trip,Yes,8000,M1061-M5124,Marketing,2,3629.0,3130.2438,117.8,4897.9491
9273,AU,Sydney,US,Los Angeles,Customer Visit,No,10000,M1061-M5124,Sales,2,2837.0,3416.9176,32.2,2600.5443
9274,US,New York,CA,Toronto,Customer Visit,No,9000,M1061-M5125,Office Management,3,905.43,202.5958,22.2,17.1882
9275,US,New York,MX,Mexico City,Customer Visit,No,6000,M1061-M5128,Office Management,3,1103.0,991.128,57.9,478.4444
9276,DE,Berlin,ES,Madrid,Conference/Exhibition,Yes,7000,M1061-M5134,Marketing,6,1933.0,823.1354,42.0,375.5283
9277,BR,São Paulo,AR,Buenos Aires,Customer Visit,No,9000,M1061-M5135,Services,3,1258.0,502.4644,168.0,534.8286
9278,BR,São Paulo,US,Miami,Customer Visit,No,9000,M1061-M5136,Marketing,2,1879.0,1862.2934,32.2,857.0545
9279,BR,São Paulo,AR,Buenos Aires,Conference/Exhibition,No,9000,M1061-M5140,Sales,1,972.0,502.4644,56.0,555.4245
9280,US,New York,FR,Paris,Internal Business Trip,No,10000,M1061-M5145,Ecosystem,6,9730.0,4811.769,40.2,5801.2364
9281,US,New York,MX,Mexico City,Customer Visit,Yes,10000,M1061-M5146,Sales,6,2766.0,1486.5916,115.8,1345.477
9282,DE,Berlin,ES,Madrid,Enablement,No,10000,M1061-M5149,Marketing,3,1514.0,266.8488,21.0,75.5278
9283,MX,Mexico City,US,Miami,Partner Visit,No,7000,M1061-M5149,Sales,3,1293.52,818.6692,48.3,33.7657
9284,ZA,Cape Town,ZA,Johannesburg,Internal Business Trip,No,7000,M1061-M5151,Sales,3,756.0,565.2694,154.2,697.3749
9285,BR,São Paulo,US,Miami,Customer Visit,No,9000,M1061-M5151,Customer Support,4,2577.0,1862.2934,64.4,853.0682
9286,AU,Sydney,US,Los Angeles,Customer Visit,No,8000,M1061-M5153,Ecosystem,5,3407.0,3416.9176,80.5,2378.3269
9287,CN,Beijing,IN,New Delhi,Customer Visit,Yes,9000,M1061-M5161,Office Management,3,3841.0,3130.2438,176.7,5009.6287
9288,AU,Sydney,AU,Melbourne,Enablement,No,6000,M1061-M5170,Operations,6,1852.0,313.5942,210.0,875.6567
9289,US,New York,CA,Toronto,Internal Business Trip,No,9000,M1061-M5174,Marketing,5,2313.0,248.5826,37.0,871.7619
9290,CN,Beijing,RU,Moscow,Partner Visit,No,8000,M1061-M5183,Marketing,3,1309.0,1641.749,72.6,1396.7204
9291,BR,São Paulo,US,Miami,Internal Business Trip,No,10000,M1061-M5185,Services,3,2068.0,1862.2934,48.3,740.1231
9292,CN,Beijing,GB,London,Conference/Exhibition,No,10000,M1061-M5185,Services,5,3193.0,2929.0386000000003,52.0,2108.8593
9293,DE,Berlin,NL,Amsterdam,Customer Visit,No,7000,M1061-M5186,Sales,2,705.0,175.9086,29.6,90.702
9294,AU,Sydney,SG,Singapore,Customer Visit,No,9000,M1061-M5187,Sales,2,1623.0,1782.9322,49.0,1288.861
9295,DE,Berlin,ES,Madrid,Conference/Exhibition,No,6000,M1061-M5195,Sales,1,826.0,823.1354,7.0,338.4732
9296,DE,Berlin,GB,London,Enablement,No,6000,M1061-M5195,Marketing,5,2051.0,427.4834,52.0,257.7263
9297,DE,Berlin,GB,London,Conference/Exhibition,Yes,8000,M1061-M5204,Executive Management,2,1067.0,427.4834,20.8,260.4916
9298,AU,Sydney,DE,Frankfurt,Internal Business Trip,No,7000,M1061-M5214,Customer Support,3,11051.0,13903.3676,39.6,14918.5102
9299,DE,Berlin,FR,Paris,Customer Visit,No,7000,M1061-M5215,Marketing,1,545.0,261.7012,6.7,94.0203
9300,US,New York,MX,Mexico City,Customer Visit,No,8000,M1061-M5219,Marketing,1,671.0,991.128,19.3,411.4464
9301,MX,Mexico City,US,Miami,Customer Visit,Yes,8000,M1061-M5222,Sales,4,2731.0,911.981,64.4,1103.6796
9302,DE,Berlin,GB,London,Internal Business Trip,No,7000,M1061-M5224,Marketing,5,1706.0,285.008,52.0,71.3448
9303,CN,Beijing,GB,London,Customer Visit,No,8000,M1061-M5225,Ecosystem,5,3325.0,3458.6542,52.0,2757.4387
9304,AU,Sydney,SG,Singapore,Customer Visit,No,6000,M1061-M5228,Services,4,1943.0,1782.9322,98.0,872.0532
9305,US,New York,CA,Toronto,Conference/Exhibition,Yes,10000,M1061-M5232,Finance,2,1470.0,248.5826,14.8,808.705
9306,AU,Sydney,US,Los Angeles,Customer Visit,No,8000,M1061-M5232,Customer Support,3,2576.0,3416.9176,48.3,1984.3414
9307,AU,Sydney,SG,Singapore,Conference/Exhibition,No,7000,M1061-M5234,Sales,4,2104.0,1782.9322,98.0,986.1648
9308,AU,Sydney,US,Los Angeles,Conference/Exhibition,No,7000,M1061-M5235,Sales,3,2556.0,3416.9176,48.3,1857.0168
9309,BR,São Paulo,ZA,Johannesburg,Customer Visit,No,8000,M1061-M5238,Finance,3,1734.0,2107.427,154.2,922.1641
9310,AU,Sydney,CN,Beijing,Customer Visit,No,7000,M1061-M5239,Sales,3,7147.0,7364.6988,160.5,8035.862
9311,CN,Beijing,RU,Moscow,Customer Visit,Yes,7000,M1061-M5240,Services,1,1318.0,1641.749,24.2,1739.0112
9312,AU,Sydney,US,Los Angeles,Partner Visit,No,6000,M1061-M5241,Sales,3,3008.0,3416.9176,48.3,2482.8291
9313,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,7000,M1061-M5243,Operations,2,2600.0,4695.2446,26.4,2732.3034
9314,DE,Berlin,FR,Paris,Enablement,No,8000,M1061-M5244,Sales,1,566.0,261.7012,6.7,108.953
9315,AU,Sydney,SG,Singapore,Conference/Exhibition,No,9000,M1061-M5246,Sales,5,2309.0,1782.9322,122.5,1089.4659
9316,DE,Berlin,ES,Madrid,Internal Business Trip,No,10000,M1061-M5252,Marketing,2,989.0,823.1354,14.0,269.8937
9317,DE,Berlin,FR,Paris,Customer Visit,No,7000,M1061-M5253,Marketing,2,968.0,261.7012,13.4,101.7632
9318,BR,São Paulo,ZA,Johannesburg,Enablement,No,10000,M1061-M5262,Sales,4,2370.0,2107.427,205.6,1268.9722
9319,US,New York,MX,Mexico City,Customer Visit,Yes,9000,M1061-M5263,Engineering,4,2219.0,1486.5916,77.2,1209.9046
9320,US,New York,FR,Paris,Customer Visit,Yes,9000,M1061-M5264,Marketing,3,6805.0,4609.7672,20.1,4391.3309
9321,DE,Berlin,GB,London,Customer Visit,Yes,9000,M1061-M5270,Services,3,1440.0,427.4834,31.2,232.8386
9322,DE,Berlin,GB,London,Conference/Exhibition,No,8000,M1061-M5270,Legal,4,1719.0,427.4834,41.6,264.9161
9323,CN,Beijing,RU,Moscow,Conference/Exhibition,No,7000,M1061-M5278,Office Management,5,4770.0,4760.8986,121.0,6071.3103
9324,CN,Beijing,IN,New Delhi,Customer Visit,No,7000,M1061-M5278,Executive Management,5,1609.0,1079.4338,294.5,1432.9801
9325,CN,Beijing,GB,London,Customer Visit,No,6000,M1061-M5286,Marketing,5,3263.0,3458.6542,52.0,2517.8631
9326,US,New York,FR,Paris,Conference/Exhibition,No,6000,M1061-M5287,Sales,3,8314.0,4811.769,20.1,5686.9457
9327,AU,Sydney,AU,Brisbane,Customer Visit,Yes,7000,M1061-M5292,Sales,2,587.0,223.2116,70.0,293.0867
9328,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,9000,M1061-M5296,Sales,3,26587.0,18902.9732,39.6,34408.813500000004
9329,US,New York,FR,Paris,Customer Visit,No,7000,M1061-M5301,Value Engineering,1,7590.0,4811.769,6.7,5721.627
9330,CN,Beijing,IN,New Delhi,Conference/Exhibition,Yes,7000,M1061-M5308,Executive Management,1,3032.0,3130.2438,58.9,4220.6194
9331,AU,Sydney,US,Los Angeles,Conference/Exhibition,No,9000,M1061-M5317,Marketing,1,1959.0,3416.9176,16.1,1971.1285
9332,DE,Berlin,GB,London,Conference/Exhibition,No,10000,M1061-M5331,Customer Support,4,1309.0,285.008,41.6,71.8979
9333,AU,Sydney,DE,Frankfurt,Customer Visit,No,10000,M1061-M5334,Executive Management,1,2270.0,4695.2446,13.2,2526.8323
9334,AU,Sydney,US,Los Angeles,Customer Visit,Yes,7000,M1061-M5337,Engineering,4,9112.0,9908.699,64.4,9422.0181
9335,ZA,Cape Town,ZA,Johannesburg,Customer Visit,No,9000,M1061-M5337,Sales,3,537.0,376.8716,154.2,279.2805
9336,AU,Sydney,CN,Beijing,Internal Business Trip,No,8000,M1061-M5339,Ecosystem,2,5839.0,7364.6988,107.0,6635.2917
9337,BR,São Paulo,US,Miami,Customer Visit,No,10000,M1061-M5341,Sales,2,2115.0,1862.2934,32.2,981.2942
9338,AU,Sydney,CN,Beijing,Partner Visit,No,8000,M1061-M5342,Customer Support,2,1844.0,2554.4790000000003,107.0,1943.5374
9339,CN,Beijing,RU,Moscow,Conference/Exhibition,No,8000,M1061-M5346,Sales,2,5361.0,4760.8986,48.4,7404.2138
9340,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,6000,M1061-M5350,Sales,1,2242.0,4695.2446,13.2,2495.6048
9341,AU,Sydney,AU,Melbourne,Customer Visit,No,6000,M1061-M5353,Sales,3,664.0,209.077,105.0,190.9869
9342,BR,São Paulo,US,Miami,Conference/Exhibition,No,8000,M1061-M5356,Marketing,2,2052.0,1862.2934,32.2,975.3148
9343,AU,Sydney,AU,Perth,Conference/Exhibition,No,8000,M1061-M5357,Customer Support,5,1402.0,971.6856,175.0,633.0193
9344,BR,São Paulo,ZA,Johannesburg,Internal Business Trip,No,8000,M1061-M5364,Value Engineering,6,5993.0,6111.3152,308.4,3535.8483
9345,DE,Berlin,ES,Madrid,Customer Visit,No,9000,M1061-M5380,Sales,2,575.96,986.7558,14.0,10.3785
9346,DE,Berlin,GB,London,Conference/Exhibition,Yes,9000,M1061-M5382,Sales,5,2073.0,427.4834,52.0,236.71
9347,AU,Sydney,US,Los Angeles,Customer Visit,No,7000,M1061-M5382,Legal,5,3648.0,3416.9176,80.5,2557.302
9348,BR,São Paulo,JP,Tokyo,Conference/Exhibition,Yes,7000,M1061-M5389,Customer Support,3,13018.0,15298.279599999998,117.0,8648.3209
9349,AU,Sydney,US,Los Angeles,Customer Visit,No,10000,M1061-M5394,Marketing,2,2395.0,3416.9176,32.2,2102.0566
9350,CN,Beijing,RU,Moscow,Internal Business Trip,No,9000,M1061-M5394,Services,3,4606.0,4760.8986,72.6,6184.4403
9351,CN,Beijing,IN,New Delhi,Customer Visit,No,6000,M1061-M5401,Sales,3,3483.0,3130.2438,176.7,4500.5437
9352,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,8000,M1061-M5401,Ecosystem,3,9344.0,13615.7122,39.6,10610.4631
9353,CN,Beijing,IN,New Delhi,Conference/Exhibition,No,10000,M1061-M5402,Marketing,1,3579.0,3130.2438,58.9,5022.6821
9354,CN,Beijing,GB,London,Internal Business Trip,No,10000,M1061-M5413,Ecosystem,3,2786.0,3458.6542,31.2,2730.0333
9355,CN,Beijing,IN,New Delhi,Customer Visit,No,8000,M1061-M5413,Sales,1,959.0,1079.4338,58.9,1211.0712
9356,US,New York,CA,Toronto,Internal Business Trip,No,6000,M1061-M5414,Services,3,809.59,357.0808,22.2,9.2059
9357,BR,São Paulo,US,Miami,Internal Business Trip,No,6000,M1061-M5421,Sales,3,2429.0,1862.2934,48.3,905.5545
9358,BR,São Paulo,AR,Buenos Aires,Conference/Exhibition,No,6000,M1061-M5426,Value Engineering,3,1069.0,502.4644,168.0,420.5547
9359,BR,São Paulo,AR,Buenos Aires,Conference/Exhibition,No,9000,M1061-M5427,Marketing,2,918.0,502.4644,112.0,418.5615
9360,AU,Sydney,US,Los Angeles,Customer Visit,No,6000,M1061-M5435,Engineering,3,11612.0,9908.699,48.3,12927.0473
9361,DE,Hamburg,FR,Paris,Customer Visit,No,10000,M1061-M5440,Operations,3,1582.0,99.2524,20.1,53.7486
9362,BR,São Paulo,AR,Buenos Aires,Customer Visit,No,7000,M1061-M5443,Sales,1,738.0,502.4644,56.0,397.3013
9363,DE,Hamburg,FR,Paris,Conference/Exhibition,No,7000,M1061-M5447,Services,3,1300.0,225.3868,20.1,98.9979
9364,MX,Mexico City,US,Miami,Customer Visit,Yes,6000,M1061-M5448,Sales,3,1357.0,608.0284,48.3,310.8156
9365,AU,Sydney,DE,Frankfurt,Customer Visit,No,8000,M1061-M5450,Ecosystem,6,3496.0,4695.2446,79.2,2896.8933
9366,ZA,Cape Town,ZA,Johannesburg,Customer Visit,No,6000,M1061-M5455,Marketing,4,614.0,376.8716,205.6,266.0601
9367,CN,Beijing,TR,Istanbul,Enablement,No,6000,M1061-M5457,Sales,4,6654.0,5800.3828,128.4,8612.3842
9368,BR,São Paulo,US,Miami,Enablement,Yes,9000,M1061-M5459,Marketing,1,4810.0,5400.4536,16.1,2966.4717
9369,BR,São Paulo,AR,Buenos Aires,Conference/Exhibition,No,8000,M1061-M5460,Sales,3,1162.0,502.4644,168.0,476.3629
9370,BR,São Paulo,ZA,Johannesburg,Customer Visit,No,7000,M1061-M5463,Finance,1,1522.0,2107.427,51.4,928.1436
9371,CN,Beijing,GB,London,Internal Business Trip,No,9000,M1061-M5464,Ecosystem,2,2469.0,3458.6542,20.8,2743.1691
9372,BR,São Paulo,ZA,Johannesburg,Internal Business Trip,No,6000,M1061-M5465,Ecosystem,3,2163.0,2107.427,154.2,1219.8079
9373,BR,São Paulo,US,Miami,Customer Visit,No,10000,M1061-M5470,Executive Management,4,2440.0,1862.2934,64.4,726.171
9374,CN,Beijing,US,New York,Enablement,No,8000,M1061-M5471,Legal,3,9371.0,9010.549,48.3,11745.2151
9375,US,New York,FR,Paris,Customer Visit,No,7000,M1061-M5475,Sales,3,7750.0,4811.769,20.1,5235.3005
9376,DE,Berlin,GB,London,Customer Visit,No,8000,M1061-M5483,Office Management,1,421.0,285.008,10.4,63.602
9377,BR,São Paulo,PT,Lisbon,Customer Visit,No,6000,M1061-M5486,Executive Management,3,2611.0,2247.889,57.0,1287.575
9378,AU,Sydney,SG,Singapore,Conference/Exhibition,Yes,7000,M1061-M5492,Marketing,2,5110.0,5170.3148,49.0,5464.1459
9379,BR,São Paulo,ZA,Johannesburg,Customer Visit,No,8000,M1061-M5501,Sales,1,1581.0,2107.427,51.4,973.986
9380,DE,Berlin,ES,Madrid,Conference/Exhibition,No,9000,M1061-M5504,Value Engineering,1,417.0,548.794,7.0,111.7183
9381,US,New York,CA,Toronto,Partner Visit,No,7000,M1061-M5505,Sales,3,850.36,357.0808,22.2,9.5397
9382,AU,Sydney,DE,Frankfurt,Customer Visit,No,10000,M1061-M5506,Customer Support,3,2938.0,4794.4396,39.6,3582.1851
9383,US,New York,CA,Toronto,Conference/Exhibition,No,6000,M1061-M5516,Value Engineering,4,1025.1,357.0808,29.6,9.051
9384,BR,São Paulo,AR,Buenos Aires,Conference/Exhibition,No,10000,M1061-M5526,Ecosystem,2,950.0,502.4644,112.0,427.8629
9385,BR,São Paulo,AR,Buenos Aires,Customer Visit,No,9000,M1061-M5526,Executive Management,3,1178.0,502.4644,168.0,502.9382
9386,AU,Sydney,AU,Brisbane,Customer Visit,No,7000,M1061-M5530,Sales,2,528.0,223.2116,70.0,222.2174
9387,BR,São Paulo,US,Miami,Customer Visit,No,8000,M1061-M5533,Legal,2,1775.0,1862.2934,32.2,715.5409
9388,AU,Sydney,DE,Frankfurt,Internal Business Trip,No,6000,M1061-M5533,Finance,3,2562.0,4883.3882,39.6,2410.6744
9389,DE,Berlin,ES,Madrid,Conference/Exhibition,No,6000,M1061-M5535,Sales,5,1655.0,823.1354,35.0,312.4793
9390,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,6000,M1061-M5544,Executive Management,2,2792.0,4725.91,26.4,3237.3496
9391,US,New York,CA,Toronto,Conference/Exhibition,Yes,8000,M1061-M5553,Value Engineering,1,1125.0,248.5826,7.4,688.1086
9392,AU,Sydney,CN,Beijing,Enablement,No,10000,M1062-M5001,Sales,1,5601.0,7364.6988,53.5,6537.9965
9393,BR,São Paulo,US,Miami,Internal Business Trip,No,9000,M1062-M5003,Sales,1,1514.0,1862.2934,16.1,788.6231
9394,US,New York,CA,Toronto,Conference/Exhibition,Yes,10000,M1062-M5005,Marketing,1,313.74,357.0808,7.4,8.8847
9395,DE,Berlin,ES,Madrid,Customer Visit,Yes,7000,M1062-M5006,Marketing,2,1128.0,823.1354,14.0,357.2773
9396,BR,São Paulo,AR,Buenos Aires,Customer Visit,No,6000,M1062-M5006,Sales,4,1290.0,502.4644,224.0,469.719
9397,AU,Sydney,CN,Beijing,Conference/Exhibition,No,8000,M1062-M5006,Sales,3,1808.0,2539.644,160.5,1631.1959
9398,AU,Sydney,AU,Brisbane,Customer Visit,No,8000,M1062-M5007,Office Management,2,581.0,223.2116,70.0,257.0515
9399,DE,Berlin,ES,Madrid,Customer Visit,No,6000,M1062-M5007,Marketing,2,729.0,548.794,14.0,134.3938
9400,ZA,Cape Town,ZA,Johannesburg,Customer Visit,No,10000,M1062-M5008,Sales,4,900.0,565.2694,205.6,674.2392
